FEATURE,SATISFACTION_WEIGHT,DISSATISFACTION_WEIGHT,QUARTERLY_PERIODS,COUNTRY,WEIGHT_PER_PERSON,RESTAURANT_NAME,CITY,BOOKING_CHANNEL,RESTAURANT_BRAND,AGE,AGE_BREAKS,GENDER,RESERVATION_TYPE,ORDER_TYPE,UNIQUE_ID
Menu Variety,6391.49906,0.0,2024Q3,FR,0.0,McDonald's Paris #59,Paris,RestaurantWebsite,McDonald's,25,25-34,Female,Walk-In,Takeout,359
Location & Accessibility,6391.49906,0.0,2024Q3,FR,0.0,McDonald's Paris #59,Paris,RestaurantWebsite,McDonald's,25,25-34,Female,Walk-In,Takeout,359
Ambience,8523.53791,0.0,2024Q3,DE,8523.53791,Chipotle Berlin #64,Berlin,RestaurantWebsite,Chipotle,57,55-64,Male,Reserved,Delivery,360
Location & Accessibility,8523.53791,0.0,2024Q3,DE,0.0,Chipotle Berlin #64,Berlin,RestaurantWebsite,Chipotle,57,55-64,Male,Reserved,Delivery,360
Service Speed,8523.53791,0.0,2024Q3,DE,0.0,Chipotle Berlin #64,Berlin,RestaurantWebsite,Chipotle,57,55-64,Male,Reserved,Delivery,360
Ambience,4703.42373,0.0,2024Q3,UK,4703.42373,KFC London #50,London,OpenTable,KFC,38,35-45,Male,Reserved,Eat In,361
Reservation System,4703.42373,0.0,2024Q3,UK,0.0,KFC London #50,London,OpenTable,KFC,38,35-45,Male,Reserved,Eat In,361
Hygiene & Cleanliness,4703.42373,0.0,2024Q3,UK,0.0,KFC London #50,London,OpenTable,KFC,38,35-45,Male,Reserved,Eat In,361
Food Quality,2243.52766,0.0,2024Q2,UK,2243.52766,KFC London #1,London,RestaurantWebsite,KFC,63,55-64,Male,Walk-In,Takeout,362
Pricing,2243.52766,0.0,2024Q2,UK,0.0,KFC London #1,London,RestaurantWebsite,KFC,63,55-64,Male,Walk-In,Takeout,362
Service Speed,2243.52766,0.0,2024Q2,UK,0.0,KFC London #1,London,RestaurantWebsite,KFC,63,55-64,Male,Walk-In,Takeout,362
Menu Variety,2243.52766,0.0,2024Q2,UK,0.0,KFC London #1,London,RestaurantWebsite,KFC,63,55-64,Male,Walk-In,Takeout,362
Location & Accessibility,6725.66353,0.0,2024Q2,ES,6725.66353,Subway Madrid #62,Madrid,OpenTable,Subway,27,25-34,Female,Reserved,Eat In,363
Location & Accessibility,0.0,5016.46352,2024Q3,IT,5016.46352,McDonald's Rome #3,Rome,UberEats,McDonald's,74,65+,Male,Reserved,Delivery,364
Service Speed,0.0,5016.46352,2024Q3,IT,0.0,McDonald's Rome #3,Rome,UberEats,McDonald's,74,65+,Male,Reserved,Delivery,364
Special Features or Experiences,1308.67477,0.0,2024Q2,UK,1308.67477,Burger King London #98,London,JustEat,Burger King,29,25-34,Female,Reserved,Delivery,365
Food Quality,1308.67477,0.0,2024Q2,UK,0.0,Burger King London #98,London,JustEat,Burger King,29,25-34,Female,Reserved,Delivery,365
Service Speed,3570.47307,0.0,2024Q3,DE,3570.47307,McDonald's Berlin #57,Berlin,OpenTable,McDonald's,56,55-64,Female,Reserved,Eat In,366
Location & Accessibility,3570.47307,0.0,2024Q3,DE,0.0,McDonald's Berlin #57,Berlin,OpenTable,McDonald's,56,55-64,Female,Reserved,Eat In,366
Ambience,3570.47307,0.0,2024Q3,DE,0.0,McDonald's Berlin #57,Berlin,OpenTable,McDonald's,56,55-64,Female,Reserved,Eat In,366
Reservation System,3570.47307,0.0,2024Q3,DE,0.0,McDonald's Berlin #57,Berlin,OpenTable,McDonald's,56,55-64,Female,Reserved,Eat In,366
Menu Variety,8058.43599,0.0,2024Q3,DE,8058.43599,Burger King Berlin #81,Berlin,JustEat,Burger King,21,18-24,Male,Reserved,Delivery,367
Hygiene & Cleanliness,8058.43599,0.0,2024Q3,DE,0.0,Burger King Berlin #81,Berlin,JustEat,Burger King,21,18-24,Male,Reserved,Delivery,367
Food Quality,8058.43599,0.0,2024Q3,DE,0.0,Burger King Berlin #81,Berlin,JustEat,Burger King,21,18-24,Male,Reserved,Delivery,367
Special Features or Experiences,8058.43599,0.0,2024Q3,DE,0.0,Burger King Berlin #81,Berlin,JustEat,Burger King,21,18-24,Male,Reserved,Delivery,367
Special Features or Experiences,1195.89716,0.0,2024Q3,ES,1195.89716,Chipotle Madrid #27,Madrid,Deliveroo,Chipotle,34,25-34,Female,Reserved,Delivery,368
Ambience,1195.89716,0.0,2024Q3,ES,0.0,Chipotle Madrid #27,Madrid,Deliveroo,Chipotle,34,25-34,Female,Reserved,Delivery,368
Pricing,1195.89716,0.0,2024Q3,ES,0.0,Chipotle Madrid #27,Madrid,Deliveroo,Chipotle,34,25-34,Female,Reserved,Delivery,368
Service Speed,1195.89716,0.0,2024Q3,ES,0.0,Chipotle Madrid #27,Madrid,Deliveroo,Chipotle,34,25-34,Female,Reserved,Delivery,368
Location & Accessibility,0.0,4198.08281,2024Q3,ES,4198.08281,KFC Madrid #54,Madrid,RestaurantWebsite,KFC,45,35-45,Female,Reserved,Delivery,369
Location & Accessibility,4853.15276,0.0,2024Q2,FR,4853.15276,McDonald's Paris #13,Paris,JustEat,McDonald's,30,25-34,Male,Reserved,Delivery,370
Hygiene & Cleanliness,4853.15276,0.0,2024Q2,FR,0.0,McDonald's Paris #13,Paris,JustEat,McDonald's,30,25-34,Male,Reserved,Delivery,370
Reservation System,4853.15276,0.0,2024Q2,FR,0.0,McDonald's Paris #13,Paris,JustEat,McDonald's,30,25-34,Male,Reserved,Delivery,370
Customer Service,3091.49051,0.0,2024Q3,US,3091.49051,KFC New York #11,New York,Deliveroo,KFC,38,35-45,Female,Reserved,Delivery,371
Pricing,3091.49051,0.0,2024Q3,US,0.0,KFC New York #11,New York,Deliveroo,KFC,38,35-45,Female,Reserved,Delivery,371
Location & Accessibility,3091.49051,0.0,2024Q3,US,0.0,KFC New York #11,New York,Deliveroo,KFC,38,35-45,Female,Reserved,Delivery,371
Service Speed,8962.92016,0.0,2024Q3,US,8962.92016,Subway New York #32,New York,Deliveroo,Subway,24,18-24,Male,Reserved,Delivery,372
Menu Variety,8962.92016,0.0,2024Q3,US,0.0,Subway New York #32,New York,Deliveroo,Subway,24,18-24,Male,Reserved,Delivery,372
Location & Accessibility,8962.92016,0.0,2024Q3,US,0.0,Subway New York #32,New York,Deliveroo,Subway,24,18-24,Male,Reserved,Delivery,372
Menu Variety,7506.76661,0.0,2024Q3,DE,7506.76661,McDonald's Berlin #76,Berlin,RestaurantWebsite,McDonald's,66,65+,Female,Walk-In,Eat In,373
Reservation System,7506.76661,0.0,2024Q3,DE,0.0,McDonald's Berlin #76,Berlin,RestaurantWebsite,McDonald's,66,65+,Female,Walk-In,Eat In,373
Ambience,7506.76661,0.0,2024Q3,DE,0.0,McDonald's Berlin #76,Berlin,RestaurantWebsite,McDonald's,66,65+,Female,Walk-In,Eat In,373
Menu Variety,7866.89077,0.0,2024Q3,ES,7866.89077,Chipotle Madrid #54,Madrid,RestaurantWebsite,Chipotle,56,55-64,Male,Walk-In,Takeout,374
Location & Accessibility,7866.89077,0.0,2024Q3,ES,0.0,Chipotle Madrid #54,Madrid,RestaurantWebsite,Chipotle,56,55-64,Male,Walk-In,Takeout,374
Customer Service,3709.31255,0.0,2024Q3,DE,3709.31255,Chipotle Berlin #86,Berlin,OpenTable,Chipotle,60,55-64,Female,Reserved,Eat In,375
Pricing,3709.31255,0.0,2024Q3,DE,0.0,Chipotle Berlin #86,Berlin,OpenTable,Chipotle,60,55-64,Female,Reserved,Eat In,375
Food Quality,3709.31255,0.0,2024Q3,DE,0.0,Chipotle Berlin #86,Berlin,OpenTable,Chipotle,60,55-64,Female,Reserved,Eat In,375
Location & Accessibility,3709.31255,0.0,2024Q3,DE,0.0,Chipotle Berlin #86,Berlin,OpenTable,Chipotle,60,55-64,Female,Reserved,Eat In,375
Hygiene & Cleanliness,3503.14714,0.0,2024Q3,IT,3503.14714,Burger King Rome #51,Rome,RestaurantWebsite,Burger King,27,25-34,Male,Reserved,Delivery,376
Ambience,3503.14714,0.0,2024Q3,IT,0.0,Burger King Rome #51,Rome,RestaurantWebsite,Burger King,27,25-34,Male,Reserved,Delivery,376
Customer Service,3503.14714,0.0,2024Q3,IT,0.0,Burger King Rome #51,Rome,RestaurantWebsite,Burger King,27,25-34,Male,Reserved,Delivery,376
Location & Accessibility,3503.14714,0.0,2024Q3,IT,0.0,Burger King Rome #51,Rome,RestaurantWebsite,Burger King,27,25-34,Male,Reserved,Delivery,376
Customer Service,9106.3066,0.0,2024Q3,ES,9106.3066,McDonald's Madrid #57,Madrid,RestaurantWebsite,McDonald's,55,55-64,Male,Walk-In,Takeout,377
Menu Variety,0.0,7682.91726,2024Q3,US,7682.91726,Burger King New York #71,New York,Deliveroo,Burger King,59,55-64,Female,Reserved,Delivery,378
Menu Variety,8667.93341,0.0,2024Q3,IT,8667.93341,KFC Rome #48,Rome,OpenTable,KFC,41,35-45,Female,Reserved,Eat In,379
Hygiene & Cleanliness,0.0,9701.00412,2024Q2,UK,9701.00412,Burger King London #61,London,RestaurantWebsite,Burger King,38,35-45,Female,Walk-In,Eat In,380
Special Features or Experiences,9421.7573,0.0,2024Q3,IT,9421.7573,Chipotle Rome #22,Rome,RestaurantWebsite,Chipotle,18,18-24,Female,Reserved,Delivery,381
Menu Variety,9421.7573,0.0,2024Q3,IT,0.0,Chipotle Rome #22,Rome,RestaurantWebsite,Chipotle,18,18-24,Female,Reserved,Delivery,381
Location & Accessibility,9421.7573,0.0,2024Q3,IT,0.0,Chipotle Rome #22,Rome,RestaurantWebsite,Chipotle,18,18-24,Female,Reserved,Delivery,381
Pricing,9421.7573,0.0,2024Q3,IT,0.0,Chipotle Rome #22,Rome,RestaurantWebsite,Chipotle,18,18-24,Female,Reserved,Delivery,381
Food Quality,0.0,6142.57116,2024Q2,UK,6142.57116,KFC London #37,London,JustEat,KFC,76,65+,Female,Reserved,Delivery,382
Hygiene & Cleanliness,0.0,6142.57116,2024Q2,UK,0.0,KFC London #37,London,JustEat,KFC,76,65+,Female,Reserved,Delivery,382
Pricing,4296.37588,0.0,2024Q3,UK,4296.37588,KFC London #1,London,OpenTable,KFC,81,65+,Male,Reserved,Eat In,383
Customer Service,4296.37588,0.0,2024Q3,UK,0.0,KFC London #1,London,OpenTable,KFC,81,65+,Male,Reserved,Eat In,383
Hygiene & Cleanliness,4296.37588,0.0,2024Q3,UK,0.0,KFC London #1,London,OpenTable,KFC,81,65+,Male,Reserved,Eat In,383
Location & Accessibility,7260.30962,0.0,2024Q2,DE,7260.30962,McDonald's Berlin #92,Berlin,JustEat,McDonald's,24,18-24,Female,Reserved,Delivery,384
Special Features or Experiences,7260.30962,0.0,2024Q2,DE,0.0,McDonald's Berlin #92,Berlin,JustEat,McDonald's,24,18-24,Female,Reserved,Delivery,384
Menu Variety,7260.30962,0.0,2024Q2,DE,0.0,McDonald's Berlin #92,Berlin,JustEat,McDonald's,24,18-24,Female,Reserved,Delivery,384
Food Quality,0.0,7983.1386,2024Q2,ES,7983.1386,Subway Madrid #81,Madrid,RestaurantWebsite,Subway,19,18-24,Female,Reserved,Delivery,385
Reservation System,0.0,7983.1386,2024Q2,ES,0.0,Subway Madrid #81,Madrid,RestaurantWebsite,Subway,19,18-24,Female,Reserved,Delivery,385
Pricing,0.0,7983.1386,2024Q2,ES,0.0,Subway Madrid #81,Madrid,RestaurantWebsite,Subway,19,18-24,Female,Reserved,Delivery,385
Location & Accessibility,9483.12614,0.0,2024Q2,UK,9483.12614,Burger King London #71,London,Deliveroo,Burger King,63,55-64,Male,Reserved,Delivery,386
Menu Variety,9483.12614,0.0,2024Q2,UK,0.0,Burger King London #71,London,Deliveroo,Burger King,63,55-64,Male,Reserved,Delivery,386
Hygiene & Cleanliness,9483.12614,0.0,2024Q2,UK,0.0,Burger King London #71,London,Deliveroo,Burger King,63,55-64,Male,Reserved,Delivery,386
Customer Service,3552.54681,0.0,2024Q3,IT,3552.54681,McDonald's Rome #55,Rome,UberEats,McDonald's,28,25-34,Male,Reserved,Delivery,387
Hygiene & Cleanliness,5911.27524,0.0,2024Q2,IT,5911.27524,Chipotle Rome #13,Rome,UberEats,Chipotle,67,65+,Female,Reserved,Delivery,388
Reservation System,5911.27524,0.0,2024Q2,IT,0.0,Chipotle Rome #13,Rome,UberEats,Chipotle,67,65+,Female,Reserved,Delivery,388
Pricing,4010.1595,0.0,2024Q3,US,4010.1595,KFC New York #1,New York,Deliveroo,KFC,59,55-64,Male,Reserved,Delivery,389
Special Features or Experiences,4010.1595,0.0,2024Q3,US,0.0,KFC New York #1,New York,Deliveroo,KFC,59,55-64,Male,Reserved,Delivery,389
Location & Accessibility,4010.1595,0.0,2024Q3,US,0.0,KFC New York #1,New York,Deliveroo,KFC,59,55-64,Male,Reserved,Delivery,389
Ambience,4010.1595,0.0,2024Q3,US,0.0,KFC New York #1,New York,Deliveroo,KFC,59,55-64,Male,Reserved,Delivery,389
Service Speed,3621.82561,0.0,2024Q2,ES,3621.82561,Chipotle Madrid #16,Madrid,Deliveroo,Chipotle,56,55-64,Female,Reserved,Delivery,390
Special Features or Experiences,6761.3144,0.0,2024Q2,FR,6761.3144,KFC Paris #85,Paris,Deliveroo,KFC,30,25-34,Female,Reserved,Delivery,391
Food Quality,6761.3144,0.0,2024Q2,FR,0.0,KFC Paris #85,Paris,Deliveroo,KFC,30,25-34,Female,Reserved,Delivery,391
Location & Accessibility,6761.3144,0.0,2024Q2,FR,0.0,KFC Paris #85,Paris,Deliveroo,KFC,30,25-34,Female,Reserved,Delivery,391
Ambience,6761.3144,0.0,2024Q2,FR,0.0,KFC Paris #85,Paris,Deliveroo,KFC,30,25-34,Female,Reserved,Delivery,391
Food Quality,4421.66832,0.0,2024Q2,US,4421.66832,Subway New York #10,New York,RestaurantWebsite,Subway,39,35-45,Female,Reserved,Delivery,392
Menu Variety,4421.66832,0.0,2024Q2,US,0.0,Subway New York #10,New York,RestaurantWebsite,Subway,39,35-45,Female,Reserved,Delivery,392
Special Features or Experiences,4421.66832,0.0,2024Q2,US,0.0,Subway New York #10,New York,RestaurantWebsite,Subway,39,35-45,Female,Reserved,Delivery,392
Customer Service,4151.80674,0.0,2024Q2,US,4151.80674,Burger King New York #49,New York,UberEats,Burger King,30,25-34,Female,Reserved,Delivery,393
Ambience,4151.80674,0.0,2024Q2,US,0.0,Burger King New York #49,New York,UberEats,Burger King,30,25-34,Female,Reserved,Delivery,393
Location & Accessibility,4151.80674,0.0,2024Q2,US,0.0,Burger King New York #49,New York,UberEats,Burger King,30,25-34,Female,Reserved,Delivery,393
Location & Accessibility,2962.28001,0.0,2024Q2,UK,2962.28001,Chipotle London #9,London,Deliveroo,Chipotle,38,35-45,Male,Reserved,Delivery,394
Ambience,2962.28001,0.0,2024Q2,UK,0.0,Chipotle London #9,London,Deliveroo,Chipotle,38,35-45,Male,Reserved,Delivery,394
Service Speed,2962.28001,0.0,2024Q2,UK,0.0,Chipotle London #9,London,Deliveroo,Chipotle,38,35-45,Male,Reserved,Delivery,394
Reservation System,2962.28001,0.0,2024Q2,UK,0.0,Chipotle London #9,London,Deliveroo,Chipotle,38,35-45,Male,Reserved,Delivery,394
Location & Accessibility,1112.05787,0.0,2024Q2,UK,1112.05787,Chipotle London #16,London,JustEat,Chipotle,37,35-45,Male,Reserved,Delivery,395
Menu Variety,1112.05787,0.0,2024Q2,UK,0.0,Chipotle London #16,London,JustEat,Chipotle,37,35-45,Male,Reserved,Delivery,395
Reservation System,1112.05787,0.0,2024Q2,UK,0.0,Chipotle London #16,London,JustEat,Chipotle,37,35-45,Male,Reserved,Delivery,395
Hygiene & Cleanliness,1112.05787,0.0,2024Q2,UK,0.0,Chipotle London #16,London,JustEat,Chipotle,37,35-45,Male,Reserved,Delivery,395
Hygiene & Cleanliness,2063.39145,0.0,2024Q2,FR,2063.39145,KFC Paris #7,Paris,Deliveroo,KFC,58,55-64,Female,Reserved,Delivery,396
Menu Variety,2063.39145,0.0,2024Q2,FR,0.0,KFC Paris #7,Paris,Deliveroo,KFC,58,55-64,Female,Reserved,Delivery,396
Location & Accessibility,0.0,6364.61205,2024Q3,FR,6364.61205,Burger King Paris #15,Paris,OpenTable,Burger King,28,25-34,Male,Reserved,Eat In,397
Pricing,0.0,8616.61201,2024Q3,UK,8616.61201,Subway London #53,London,Deliveroo,Subway,28,25-34,Male,Reserved,Delivery,398
